First Name,Last Name,Action,Flight ID,Origin Airport,Destination Airport,Ticket Type,Ticket Quantity
Brandon,Smith,Buy,1432,CDG,ELP,First Class,1
Cody,Scott,Buy,3152,ATL,ELP,First Class,7
Mufassa,Disney,Buy,3498,ELP,ORD,First Class,7
Lindsay,Webster,Buy,531,ELP,LAS,Business Class,5
Andres,Soto,Buy,1378,ELP,LHR,Business Class,8
Edward,Molina,Buy,1200,HND,ELP,Business Class,5
Brett,Mathis,Buy,3003,ELP,DFW,Main Cabin,2
Derrick,Grant,Buy,1318,HND,ELP,First Class,3
Antonio,Edwards,Buy,55,LAS,ELP,First Class,1
Carmen,Petersen,Buy,2412,ELP,LAX,Main Cabin,1
Thomas,Elliott,Buy,2448,BOS,ELP,First Class,7
Heather,Cunningham,Buy,3481,ELP,DFW,Main Cabin,8
Emily,Estes,Buy,2269,CDG,ELP,Main Cabin,2
Sara,Fox,Buy,1488,BOS,ELP,First Class,8
Stephanie,Obrien,Buy,45,BOS,ELP,Business Class,7
Sara,Fox,Buy,353,ELP,HND,Main Cabin,6
Luis,Solomon,Buy,324,BOS,LAX,Main Cabin,1
Kevin,Boone,Buy,685,LAX,BOS,Business Class,1
Tyrone,Alvarado,Buy,3237,HND,ELP,First Class,3
Brett,Mathis,Buy,976,LAX,ELP,Business Class,1
Antonio,Edwards,Buy,1629,MEX,CJS,Main Cabin,4
Charles,Chambers,Buy,2278,HND,ELP,Business Class,4
Brandon,Smith,Buy,1416,CUN,ELP,Business Class,3
George,Gilbert,Buy,2097,ELP,LHR,Main Cabin,5
Donna,Allen,Buy,974,LAX,ELP,Business Class,4
Stitch,Disney,Buy,132,ELP,LAX,First Class,2
April,Turner,Buy,3002,ELP,DFW,First Class,4
Phillip,Richardson,Buy,3368,DFW,ELP,First Class,2
Thomas,Sanders,Buy,70,MEX,CJS,Main Cabin,4
Jeffrey,Best,Buy,987,ELP,ATL,Main Cabin,8
Brittany,Richard,Buy,1894,CUN,ELP,First Class,5
Luis,Johnson,Buy,2766,DFW,ELP,Main Cabin,1
Alyssa,Poole,Buy,551,MEX,CJS,Main Cabin,3
Melissa,Evans,Buy,1659,ELP,YYZ,Business Class,8
Melissa,Evans,Buy,1075,ELP,HND,Main Cabin,1
David,Wright,Buy,2822,LHR,ELP,Business Class,7
Ruben,Edwards,Buy,1041,BOS,LAX,First Class,4
Amy,Rodriguez,Buy,3157,JFK,ELP,Business Class,1
Jennifer,Evans,Buy,1589,ATL,ELP,Business Class,4
Brittany,Nielsen,Buy,674,ORL,LAX,Main Cabin,7
Tanya,Johnson,Buy,86,LAX,BOS,Main Cabin,4
Gregory,Short,Buy,2307,ELP,ATL,Business Class,8
Anthony,Kramer,Buy,1880,LAX,ORL,Main Cabin,7
Kim,Contreras,Buy,3319,LAX,ORL,Business Class,2
James,Simpson,Buy,3149,ATL,ELP,Main Cabin,3
John,Blair,Buy,2299,ELP,ORD,Business Class,3
Wendy,Montoya,Buy,2094,LAS,ELP,First Class,4
Marissa,Henry,Buy,1499,ELP,LHR,Business Class,3
Aurora,Disney,Buy,3071,MEX,CJS,Main Cabin,1
Buzz,Lightyear,Buy,738,ELP,ORD,First Class,4
Angel,Joseph,Buy,742,ORD,ELP,Business Class,7
Brooke,Padilla,Buy,1178,ELP,YYZ,Business Class,1
Wesley,Williamson,Buy,593,ELP,HND,First Class,5
Garab,Dorji,Buy,223,YYZ,ELP,Business Class,1
Kimberly,Garcia,Buy,3535,LAS,ELP,Main Cabin,5
Elizabeth,Medina,Buy,2851,ELP,CUN,Business Class,5
Holly,Davidson,Buy,1938,ELP,ORD,Main Cabin,2
Dawn,King,Buy,22,ORD,ELP,Business Class,2
Stephanie,Mcdonald,Buy,2977,ELP,YYZ,First Class,5
Jon,Lopez,Buy,2461,LHR,ELP,Main Cabin,8
Tyrone,Johnston,Buy,2476,ORL,LAX,Main Cabin,6
Sarah,Jones,Buy,3079,LAX,ORL,First Class,1
Heather,Little,Buy,2523,ELP,DFW,Main Cabin,4
Hunter,Moore,Buy,1328,DFW,ELP,First Class,1
Howard,Davenport,Buy,1427,ELP,CDG,Main Cabin,2
Amy,Parsons,Buy,526,BOS,ELP,First Class,4
Jake,Mitchell,Buy,701,YYZ,ELP,Business Class,5
Kaa,Disney,Buy,1693,LAX,ELP,Main Cabin,7
Tyler,Baxter,Buy,2645,DFW,ELP,Business Class,4
Luis,Del Campo,Buy,302,LHR,ELP,Main Cabin,5
Christopher,Ortega,Buy,1801,ELP,DFW,Business Class,2
Sarah,Stanton,Buy,482,ELP,DFW,First Class,3
Antonio,Brooks,Buy,3265,ELP,ATL,Main Cabin,1
Allison,Chang,Buy,904,LHR,ELP,Main Cabin,2
Amy,Fuller,Buy,925,LAX,BOS,First Class,7
Mary,Grant,Buy,1071,CDG,ELP,Business Class,8
Jacqueline,Dunn,Buy,806,LAX,BOS,First Class,4
Craig,Fleming,Buy,2036,ELP,HND,Business Class,2
Timothy,Johnson,Buy,2799,JFK,ELP,First Class,7
Devin,Diaz,Buy,1682,ELP,DFW,Main Cabin,3
Jorge,Haley,Buy,2545,ELP,ATL,First Class,7
Robert,Davis,Buy,3581,YYZ,ELP,Main Cabin,4
Scott,Dunn,Buy,558,LAX,ORL,Business Class,7
Elizabeth,Rodriguez,Buy,1776,CUN,ELP,Business Class,6
Kristy,Hoover,Buy,2953,ORL,LAX,Business Class,4
Katherine,Evans,Buy,1884,BOS,LAX,Main Cabin,5
Amber,Brown,Buy,2680,JFK,ELP,Main Cabin,2
William,Hunter,Buy,3076,ORL,LAX,First Class,4
Ryan,Wilkins,Buy,2996,ELP,HND,Main Cabin,8
Ryan,Mcconnell,Buy,3145,ELP,ATL,Main Cabin,2
Sean,Smith,Buy,1904,YYZ,ELP,Business Class,4
Courtney,Johnson,Buy,3389,ATL,ELP,Main Cabin,1
Shannon,Holden,Buy,1096,LAX,ELP,First Class,8
Brittney,Daniel,Buy,1738,ELP,LHR,First Class,4
Ronald,Parker,Buy,3092,ELP,CUN,Business Class,8
Brooke,Maxwell,Buy,3055,LAS,ELP,Business Class,7
Renee,Bradley,Buy,761,ELP,BOS,Main Cabin,8
Dennis,Smith,Buy,831,CDG,ELP,Main Cabin,6
Kimberly,Miller,Buy,271,ATL,ELP,Main Cabin,5
Trevor,Young,Buy,602,ELP,DFW,First Class,3
Dana,Park,Buy,679,LAX,ORL,Main Cabin,3
Maria,Mccarthy,Buy,1524,BOS,LAX,Main Cabin,8
Jennifer,Preston,Buy,1822,ORD,ELP,Business Class,7
Kimberly,Garcia,Buy,1016,LAS,ELP,First Class,2
Dennis,Smith,Buy,1472,ATL,ELP,Business Class,1
Todd,Brooks,Buy,1910,CDG,ELP,Business Class,7
John,Morris,Buy,1258,ELP,LHR,Main Cabin,3
Patrick,Larsen,Buy,2430,ATL,ELP,Business Class,6
Justin,Martinez,Buy,2115,ORL,LAX,Main Cabin,5
Dean,Smith,Buy,633,ELP,JFK,First Class,1
Andrew,Garcia,Buy,3338,ELP,YYZ,Main Cabin,3
Rachel,Vasquez,Buy,2622,YYZ,ELP,Business Class,5
Kevin,Larson,Buy,2224,LHR,ELP,Main Cabin,5
Robert,Flores,Buy,3178,ELP,LHR,First Class,6
Colleen,Sanchez,Buy,2968,LAX,BOS,Main Cabin,3
Michelle,Wood,Buy,1927,DFW,ELP,First Class,2
Brandon,Flores,Buy,1203,ELP,DFW,Business Class,4
Alexander,Wilson,Buy,264,ORD,ELP,Business Class,4
Sheila,Lewis,Buy,1449,ELP,LAX,First Class,3
Megan,Thompson,Buy,769,ELP,LAS,Business Class,7
Howard,Davenport,Buy,3254,LAX,ELP,First Class,3
Cruella,De Vil,Buy,2946,CJS,MEX,First Class,4
Kayla,Mahoney,Buy,702,YYZ,ELP,Main Cabin,6
Jason,Burke,Buy,797,LAX,ORL,Main Cabin,5
Jared,Perry,Buy,1259,ELP,LHR,Business Class,5
Robert,Preston,Buy,3056,LAS,ELP,Main Cabin,5
James,Nolan,Buy,2448,BOS,ELP,Main Cabin,6
Edward,Jackson,Buy,645,BOS,ELP,Business Class,7
Christopher,Melendez,Buy,2513,ELP,HND,Main Cabin,8
Garab,Dorji,Buy,1123,ELP,BOS,Main Cabin,8
Gail,Parker,Buy,3359,HND,ELP,Business Class,4
Chelsea,Gallagher,Buy,2503,YYZ,ELP,Business Class,7
Alison,Hicks,Buy,938,ELP,YYZ,First Class,3
Sean,Smith,Buy,2835,ORL,LAX,Main Cabin,8
Timothy,Wagner,Buy,2367,LAX,BOS,Main Cabin,6
Kathryn,Perez,Buy,2497,ELP,YYZ,Main Cabin,2
Cynthia,Ellis,Buy,1943,ORD,ELP,Business Class,3
Brian,Gates,Buy,205,LAX,BOS,Main Cabin,5
Jeremy,Foster,Buy,340,ELP,YYZ,Main Cabin,5
Nicholas,Smith,Buy,2689,ELP,LAS,Business Class,3
Mark,Butler,Buy,962,ELP,DFW,Main Cabin,5
Patricia,Mcdonald,Buy,445,LAX,BOS,Business Class,5
Michele,Cummings,Buy,1124,ELP,BOS,Business Class,5
Robert,Leblanc,Buy,3290,ELP,LAS,Main Cabin,2
Kelly,Bell,Buy,250,ELP,LAX,Business Class,1
Howard,Davenport,Buy,3565,LAX,BOS,First Class,1
Charles,Chambers,Buy,1345,ELP,ATL,Main Cabin,8
Jody,Sanchez,Buy,2085,BOS,ELP,Business Class,1
Kelly,Herring,Buy,942,YYZ,ELP,Business Class,3
Marissa,Oconnell,Buy,2484,BOS,LAX,Business Class,7
William,Evans,Buy,3176,LAS,ELP,Business Class,4
Jose,Espinoza Gonzalez,Buy,2873,ELP,HND,Business Class,1
Sharon,Miller,Buy,982,ORD,ELP,First Class,3
Andrea,Riley,Buy,243,ELP,DFW,Main Cabin,7
Sean,Roberts,Buy,1474,ELP,JFK,Business Class,5
Brian,RodilesDelgado,Buy,2323,ELP,BOS,Business Class,6
Raymond,Woodward,Buy,707,ELP,CDG,Main Cabin,8
Gina,Swanson,Buy,2949,MEX,CJS,Business Class,5
Holly,Davidson,Buy,1069,CDG,ELP,First Class,3
John,Davis,Buy,240,HND,ELP,Business Class,5
David,Clark,Buy,3504,ORD,ELP,Business Class,5
Enrique,Munoz,Buy,1026,CJS,MEX,Main Cabin,3
Bryan,Fields,Buy,1230,ATL,ELP,Business Class,1
Gabriel,Hansen,Buy,2649,ELP,LAX,Business Class,7
Jonathan,Christian,Buy,2527,DFW,ELP,Main Cabin,2
Maria,Mitchell,Buy,1771,ELP,CUN,Business Class,2
Brittany,Nielsen,Buy,3086,LAX,BOS,First Class,5
Jared,Perry,Buy,1492,ELP,LAS,Main Cabin,7
Gaston,Disney,Buy,2076,ELP,JFK,First Class,6
Daniel,Smith,Buy,3442,BOS,LAX,Main Cabin,3
Anthony,Kramer,Buy,2217,ELP,LHR,First Class,6
Darrell,Jones,Buy,1137,ELP,LHR,First Class,6
Jon,Lopez,Buy,3441,BOS,LAX,Business Class,8
Kelly,Harris,Buy,2648,DFW,ELP,Business Class,5
Dean,Smith,Buy,603,ELP,DFW,Business Class,8
Thomas,Clark,Buy,3503,ORD,ELP,Main Cabin,5
Joshua,Banks,Buy,220,ELP,YYZ,Main Cabin,3
Teresa,Stewart,Buy,851,ELP,LAX,First Class,1
Susan,Allen,Buy,141,ORD,ELP,Main Cabin,8
Allison,Chang,Buy,401,ELP,BOS,First Class,4
Robert,Wang,Buy,2879,HND,ELP,First Class,7
Mulan,Disney,Buy,991,ATL,ELP,Business Class,2
Dennis,Cooper,Buy,1129,ELP,LAS,Main Cabin,2
Enrique,Munoz,Buy,82,BOS,LAX,Business Class,5
Michele,Cummings,Buy,804,BOS,LAX,First Class,1
Dale,Disney,Buy,3222,YYZ,ELP,Business Class,3
Ashley,Gilmore,Buy,308,CJS,MEX,First Class,3
Victoria,White,Buy,3407,BOS,ELP,Business Class,7
Dorothy,Cox,Buy,390,ATL,ELP,Business Class,8
Victor,Anderson,Buy,1557,HND,ELP,Business Class,1
Gustavo,Rubio,Buy,1069,CDG,ELP,Business Class,4
Gabriela,SigalaAcosta,Buy,3431,MEX,CJS,Business Class,7
Joshua,Meadows,Buy,614,LAX,ELP,First Class,8
Jonathan,Martinez,Buy,1232,ATL,ELP,Business Class,5
Kathleen,Hines,Buy,1630,MEX,CJS,First Class,6
Emily,Cole,Buy,2990,CDG,ELP,Main Cabin,3
Derek,Macias,Buy,1463,ORD,ELP,Business Class,6
Rita,Owens,Buy,986,ELP,ATL,First Class,3
Denise,Williams,Buy,2567,BOS,ELP,Business Class,2
Sarah,Anderson,Buy,1717,JFK,ELP,First Class,7
Kristy,Hoover,Buy,229,CDG,ELP,Business Class,5
Andrew,Marshall,Buy,3247,DFW,ELP,Business Class,1
Rhonda,Kane,Buy,3120,HND,ELP,Main Cabin,6
Christopher,Fields,Buy,1061,YYZ,ELP,First Class,7
Shawn,Lee,Buy,2660,ELP,ORD,Business Class,8
Jessica,Fernandez,Buy,43,ELP,BOS,Business Class,7
Juan,Brock,Buy,2455,LAS,ELP,First Class,8
Kimberly,Martinez,Buy,326,LAX,BOS,First Class,2
Dana,Miller,Buy,396,ELP,JFK,Business Class,3
Sean,Klein,Buy,1214,LAX,ELP,Business Class,3
Jessica,Lloyd,Buy,496,LAX,ELP,First Class,2
Antonio,Brooks,Buy,3522,ELP,BOS,Business Class,5
Travis,Burton,Buy,2837,LAX,ORL,First Class,7
Suzanne,Kennedy,Buy,2352,MEX,CJS,First Class,4
Michael,Williamson,Buy,111,CDG,ELP,Main Cabin,3
Karen,Zhang,Buy,2831,MEX,CJS,Business Class,8
Maria,Young,Buy,2909,ATL,ELP,First Class,3
Teresa,Taylor,Buy,2245,LAX,BOS,Business Class,2
Christopher,Jones,Buy,1677,HND,ELP,First Class,7
Nathan,Thompson,Buy,1685,DFW,ELP,First Class,3
Michelle,Oliver,Buy,868,ELP,ATL,Main Cabin,6
Jose,Smith,Buy,3238,HND,ELP,First Class,5
Amy,Mcpherson,Buy,2598,LAX,ORL,First Class,6
Kimberly,Miller,Buy,57,ELP,LHR,Main Cabin,8
Crystal,Rice,Buy,1580,ELP,ORD,Main Cabin,5
Cory,Byrd,Buy,3509,ATL,ELP,First Class,4
Amber,Nguyen,Buy,3589,CDG,ELP,Business Class,4
Angel,Joseph,Buy,1373,LAS,ELP,Business Class,7
Jessica,Anderson,Buy,1470,ATL,ELP,Main Cabin,5
Jared,Perry,Buy,1060,ELP,YYZ,Business Class,6
Kelly,Wilson,Buy,1928,DFW,ELP,Business Class,6
Shirley,Foster,Buy,3232,CDG,ELP,Business Class,4
Melissa,Holt,Buy,2916,ELP,JFK,Main Cabin,5
Deborah,Scott,Buy,417,ELP,LHR,Main Cabin,8
Alexandra,Robinson,Buy,2263,YYZ,ELP,Business Class,3
Katherine,Mcdonald,Buy,2543,ORD,ELP,First Class,7
Sean,Hernandez,Buy,334,CUN,ELP,Business Class,5
Karla,Johnson,Buy,2251,ELP,CUN,First Class,6
Bella,Quintero,Buy,3599,HND,ELP,First Class,1
Angela,English,Buy,2468,CJS,MEX,First Class,2
James,Romero,Buy,897,ELP,LHR,Main Cabin,2
Tiffany,Davis,Buy,2908,ELP,ATL,First Class,7
Kevin,Boone,Buy,234,ELP,HND,Main Cabin,8
Minnie,Mouse,Buy,1396,ORL,LAX,Main Cabin,3
Karl,Davis,Buy,2545,ELP,ATL,Main Cabin,5
Brittany,Ray,Buy,2058,ELP,ORD,Main Cabin,1
Christina,Dodson,Buy,2058,ELP,ORD,Main Cabin,8
Misty,Jimenez,Buy,1709,ATL,ELP,First Class,5
Shawn,Santos,Buy,3044,ELP,BOS,First Class,6
Alexander,Kelly,Buy,2246,LAX,BOS,Business Class,6
Nicole,Harvey,Buy,439,LAX,ORL,Business Class,1
Anna,Davis,Buy,587,ELP,CDG,Main Cabin,8
Andre,Ramos,Buy,2310,ATL,ELP,Main Cabin,2
Edward,Johnson,Buy,2177,ELP,ORD,First Class,3
Heather,Robbins,Buy,240,HND,ELP,Main Cabin,3
Andres,Soto,Buy,601,ELP,DFW,Business Class,1
Melissa,Johnson,Buy,3403,ELP,BOS,Main Cabin,8
Elizabeth,Kim,Buy,3496,LAX,ELP,First Class,3
Jeffrey,Sloan,Buy,1027,CJS,MEX,Main Cabin,8
Kimberly,Mejia,Buy,2341,LHR,ELP,First Class,1
Wendy,Montoya,Buy,3182,LHR,ELP,Business Class,1
Ethan,Holmes,Buy,494,LAX,ELP,First Class,8
Gregory,Short,Buy,1225,ELP,ATL,First Class,3
Edward,Jackson,Buy,2449,ELP,LAS,Main Cabin,6
Lisa,Yu,Buy,3218,ELP,YYZ,Business Class,3
John,White,Buy,1320,HND,ELP,First Class,8
Susan,Davis,Buy,1848,BOS,ELP,Main Cabin,2
Tyler,Evans,Buy,2465,CJS,MEX,Main Cabin,1
Anthony,Dalton,Buy,3185,CJS,MEX,Main Cabin,7
Emily,Chang,Buy,3316,ORL,LAX,Main Cabin,5
Craig,Espinoza,Buy,787,CJS,MEX,Main Cabin,5
Ruben,Edwards,Buy,1491,ELP,LAS,Main Cabin,3
Nicole,Rowland,Buy,102,YYZ,ELP,Business Class,6
Kathy,Smith,Buy,3459,ELP,YYZ,Main Cabin,6
Michael,Johnson,Buy,1063,YYZ,ELP,First Class,5
Steven,Hernandez,Buy,3263,ORD,ELP,Business Class,4
John,Sanders,Buy,2442,ELP,BOS,First Class,2
Linda,Rodriguez,Buy,2519,HND,ELP,Main Cabin,6
Matthew,Mason,Buy,2445,BOS,ELP,Business Class,3
Cheryl,Wilson,Buy,3448,LAX,BOS,Main Cabin,7
Philip,Collins,Buy,3315,ORL,LAX,First Class,5
Lori,Livingston,Buy,1131,ELP,LAS,Main Cabin,7
Ronald,Parker,Buy,3436,ORL,LAX,First Class,6
Kim,Buckley,Buy,2143,YYZ,ELP,Business Class,3
Matthew,Porter,Buy,899,ELP,LHR,Business Class,1
Jamie,Brown,Buy,380,ELP,ORD,Main Cabin,1
Brittany,Andrews,Buy,1013,LAS,ELP,First Class,2
Tanya,Davis,Buy,196,ORL,LAX,Main Cabin,7
Tami,Alexander,Buy,3143,ORD,ELP,Main Cabin,4
Jafar,Aladdin,Buy,1504,LHR,ELP,Main Cabin,6
Darlene,Shaw,Buy,741,ORD,ELP,Main Cabin,3
Kevin,Gould,Buy,2736,CUN,ELP,Business Class,1
Monica,Davenport,Buy,546,CJS,MEX,First Class,3
Matthew,Porter,Buy,2910,ATL,ELP,Business Class,4
Heather,Little,Buy,3047,BOS,ELP,Business Class,7
April,Turner,Buy,2923,ELP,BOS,Business Class,6
Jennifer,Bailey,Buy,2370,ELP,CUN,Business Class,1
Andrew,Atkins,Buy,3498,ELP,ORD,Main Cabin,2
Sheri,Adams,Buy,3458,ELP,YYZ,Business Class,8
Brian,Rojas,Buy,1707,ELP,ATL,First Class,8
Darrell,Jones,Buy,1351,ATL,ELP,Main Cabin,7
Derek,Macias,Buy,3305,CJS,MEX,Business Class,8
Linda,Miller,Buy,1403,BOS,LAX,Business Class,8
Michelle,Maldonado,Buy,599,HND,ELP,Main Cabin,2
Dakota,Harper,Buy,1850,ELP,LAS,Business Class,3
Ryan,Peterson,Buy,3264,ORD,ELP,First Class,5
Susan,Humphrey,Buy,1378,ELP,LHR,First Class,2
Krista,Blake,Buy,1665,ELP,CDG,Main Cabin,6
Anthony,Barber,Buy,1679,HND,ELP,Main Cabin,2
Jonathan,Christian,Buy,2272,CDG,ELP,First Class,7
Carl,Foley,Buy,1079,HND,ELP,First Class,1
Scott,Rose,Buy,2128,LAX,BOS,First Class,2
Donald,Tran,Buy,1390,MEX,CJS,First Class,8
Ashley,Magallanes,Buy,576,CUN,ELP,First Class,1
Angelica,Bruce,Buy,696,CUN,ELP,Main Cabin,2
Craig,Oconnell,Buy,3381,ORD,ELP,Business Class,3
John,Blair,Buy,3220,ELP,YYZ,Main Cabin,2
William,Adkins,Buy,472,CDG,ELP,First Class,3
Lori,Livingston,Buy,2770,ELP,LAX,First Class,5
Victoria,White,Buy,223,YYZ,ELP,First Class,3
Beverly,Johnson,Buy,1519,LAX,ORL,First Class,5
Adam,Maldonado,Buy,2516,ELP,HND,Main Cabin,4
Garab,Dorji,Buy,819,ELP,YYZ,Main Cabin,3
Lisa,Robinson,Buy,2498,ELP,YYZ,Main Cabin,5
Brittany,Andrews,Buy,2414,LAX,ELP,First Class,6
Michelle,Walsh,Buy,2656,LAX,ELP,Business Class,6
Rodney,Berg,Buy,1720,JFK,ELP,First Class,5
Stephanie,Perry,Buy,960,HND,ELP,First Class,4
Shere,Khan,Buy,2567,BOS,ELP,Business Class,1
Matthew,Porter,Buy,2866,ELP,CDG,Main Cabin,8
Victoria,Ellis,Buy,864,ORD,ELP,Business Class,7
Jeffrey,Best,Buy,1542,YYZ,ELP,Business Class,8
Melissa,Mcdonald,Buy,774,LAS,ELP,First Class,1
Holly,Davidson,Buy,1107,ELP,ATL,First Class,4
Jill,Solis,Buy,1868,CJS,MEX,First Class,4
Patricia,Hughes,Buy,246,DFW,ELP,First Class,3
Samuel,Burton,Buy,1040,LAX,ORL,Business Class,8
Tiffany,Davis,Buy,1992,MEX,CJS,First Class,4
Haley,Moss,Buy,3455,CUN,ELP,Business Class,5
Joshua,Hickman,Buy,1239,JFK,ELP,First Class,6
Amy,Fuller,Buy,1715,ELP,JFK,Business Class,1
Kenneth,Davis,Buy,3172,ELP,LAS,First Class,8
Matthew,Campbell,Buy,2100,ELP,LHR,First Class,7
Ashley,Magallanes,Buy,777,ELP,LHR,Business Class,2
Chelsea,Gallagher,Buy,1293,CUN,ELP,First Class,7
Pamela,Carter,Buy,2432,ATL,ELP,Main Cabin,7
Brian,RodilesDelgado,Buy,1430,CDG,ELP,First Class,1
Dalton,Bryant,Buy,3525,BOS,ELP,Main Cabin,7
Cynthia,Giles,Buy,1077,HND,ELP,Main Cabin,3
Alexander,Cameron,Buy,2104,LHR,ELP,Business Class,3
Denise,Morales,Buy,1401,BOS,LAX,Business Class,8
Emily,Estes,Buy,1108,ELP,ATL,First Class,4
Douglas,Hernandez,Buy,2907,ELP,ATL,First Class,7
Cory,Byrd,Buy,1789,CDG,ELP,Business Class,6
Alicia,Jenkins,Buy,1432,CDG,ELP,Business Class,4
Vanessa,Watson,Buy,1062,YYZ,ELP,Business Class,4
Anthony,Kramer,Buy,153,ELP,JFK,Business Class,6
Brandon,Flores,Buy,2799,JFK,ELP,Main Cabin,6
Barbara,Love,Buy,1303,YYZ,ELP,Business Class,7
Sara,West,Buy,9,ELP,LAX,First Class,2
Marissa,Oconnell,Buy,3366,DFW,ELP,Business Class,3
Santiago,Olivas,Buy,911,MEX,CJS,Main Cabin,5
Kathleen,Hines,Buy,1619,ELP,LHR,Business Class,8
Enrique,Rico,Buy,44,ELP,BOS,First Class,5
Nathan,Thompson,Buy,1609,ELP,LAS,Business Class,4
Jennifer,Bailey,Buy,1632,MEX,CJS,Main Cabin,2
Alexis,Acosta,Buy,2038,HND,ELP,Main Cabin,4
Phillip,Brown,Buy,1731,ELP,LAS,Main Cabin,5
Joshua,Gomez,Buy,1630,MEX,CJS,Business Class,8
Isabella,Gaytan,Buy,2185,ELP,ATL,First Class,4
Stitch,Disney,Buy,2660,ELP,ORD,First Class,1
Jessica,Ramirez,Buy,720,HND,ELP,Main Cabin,8
David,Wright,Buy,2717,LAX,ORL,Main Cabin,7
Natalie,Richardson,Buy,3198,LAX,ORL,Main Cabin,3
Vincent,Harrison,Buy,3186,CJS,MEX,Business Class,4
Stephanie,Mcdonald,Buy,570,ELP,CUN,First Class,3
Lisa,Stafford,Buy,2610,ELP,CUN,Main Cabin,7
Mary,Cruz,Buy,1523,BOS,LAX,Main Cabin,5
Jafar,Aladdin,Buy,1634,ORL,LAX,Main Cabin,4
Minnie,Mouse,Buy,397,JFK,ELP,First Class,1
Michelle,Ray,Buy,276,ELP,JFK,Main Cabin,7
Christian,Smith,Buy,1949,ATL,ELP,Main Cabin,8
Allison,Cross,Buy,1627,CJS,MEX,First Class,5
Ryan,Peterson,Buy,2325,BOS,ELP,Business Class,5
Stephanie,Kirby,Buy,948,ELP,CDG,Business Class,7
Laurie,Johnson,Buy,2849,ELP,CUN,Main Cabin,2
Andres,Soto,Buy,1234,ELP,JFK,Main Cabin,4
Minnie,Mouse,Buy,960,HND,ELP,Business Class,7
David,Johnson,Buy,34,ELP,JFK,Main Cabin,1
Joel,Welch,Buy,729,ELP,LAX,First Class,7
Isabella,Gaytan,Buy,1189,CDG,ELP,Business Class,5
Matthew,Campbell,Buy,3469,CDG,ELP,Business Class,7
Rachel,Roberson,Buy,1683,ELP,DFW,Main Cabin,4
Joshua,Hickman,Buy,1089,ELP,LAX,Business Class,4
Anita,Stein,Buy,1863,LHR,ELP,Business Class,5
Lisa,Brown,Buy,2882,ELP,DFW,Main Cabin,8
Kara,Summers,Buy,1820,ELP,ORD,First Class,5
Victor,Lopez,Buy,1414,CUN,ELP,Main Cabin,3
Gary,Miller,Buy,1603,ELP,BOS,Main Cabin,1
Carmen,Petersen,Buy,5,DFW,ELP,Main Cabin,1
Elizabeth,Kim,Buy,2239,LAX,ORL,Main Cabin,2
Margaret,Smith,Buy,2056,LAX,ELP,Business Class,1
Alexis,Acosta,Buy,1839,JFK,ELP,Main Cabin,3
Felicia,Carlson,Buy,138,ELP,ORD,Business Class,7
Jeff,Ray,Buy,3567,LAX,BOS,Business Class,7
Raymond,Woodward,Buy,53,LAS,ELP,Main Cabin,4
Luis,Johnson,Buy,2748,ELP,CDG,Business Class,3
Jerry,Gamble,Buy,828,ELP,CDG,Business Class,8
Anthony,Kramer,Buy,490,ELP,LAX,Business Class,5
Shirley,Foster,Buy,42,ELP,BOS,Main Cabin,5
Loretta,Phillips,Buy,2092,ELP,LAS,Business Class,4
David,Costa,Buy,1214,LAX,ELP,First Class,1
Peggy,Murphy,Buy,2636,ELP,HND,Business Class,3
Gregory,Carr,Buy,900,ELP,LHR,Business Class,7
Allison,Weaver,Buy,2606,LAX,BOS,First Class,2
Tyrone,Alvarado,Buy,2397,HND,ELP,Business Class,4
Kelly,Herring,Buy,139,ELP,ORD,First Class,1
Bridget,Wagner,Buy,3097,ELP,YYZ,First Class,4
Logan,Palmer,Buy,966,DFW,ELP,First Class,2
Denise,Johnson,Buy,625,ELP,ATL,Main Cabin,4
Ashley,Jones,Buy,1642,BOS,LAX,Main Cabin,5
Mark,Ramos,Buy,2557,JFK,ELP,First Class,3
Mark,Butler,Buy,3308,CJS,MEX,Main Cabin,4
Wendy,Montoya,Buy,288,BOS,ELP,Main Cabin,6
John,Blair,Buy,2594,ORL,LAX,First Class,8
Thomas,Sanders,Buy,1633,ORL,LAX,Main Cabin,7
Amanda,Johnson,Buy,720,HND,ELP,Main Cabin,3
Buzz,Lightyear,Buy,1726,BOS,ELP,Business Class,5
Gerald,Beltran,Buy,781,LHR,ELP,First Class,8
Diana,Matthews,Buy,3007,DFW,ELP,First Class,8
Jorge,RodriguezOrtega,Buy,89,ELP,CUN,Main Cabin,6
Thomas,Elliott,Buy,1660,ELP,YYZ,First Class,3
Daniel,Romero,Buy,3344,YYZ,ELP,First Class,2
David,Brown,Buy,2694,LAS,ELP,Business Class,2
David,Gardner,Buy,525,BOS,ELP,First Class,1
Dylan,Harris,Buy,824,YYZ,ELP,First Class,4
Kristine,Smith,Buy,1852,ELP,LAS,Main Cabin,6
Cynthia,Ellis,Buy,1958,JFK,ELP,Main Cabin,3
Ashley,Wilcox,Buy,3533,LAS,ELP,Main Cabin,6
Amber,Long,Buy,2622,YYZ,ELP,First Class,5
Brittany,Hawkins,Buy,35,ELP,JFK,Main Cabin,2
Alejandro,Olivas,Buy,355,ELP,HND,Main Cabin,7
Angel,Barber,Buy,1168,LAX,BOS,Main Cabin,1
